staging_relative_path,severity_label,file_size_bytes,width,height,aspect_ratio,image_mode,sha1_hash,duplicate_group_size,flags,recommendation
import_staging/accident_images_analysis_dataset/fatal/1804.jpg,fatal,938,28,28,1.0000,RGB,b7c9530f87a81e99922921d4fc3726e6ea21dd31,3,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1805.jpg,fatal,938,28,28,1.0000,RGB,b7c9530f87a81e99922921d4fc3726e6ea21dd31,3,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1806.jpg,fatal,912,28,28,1.0000,RGB,1ccd169f2f81ad7fa8bf6991f7302d54d31cab3c,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1807.jpg,fatal,907,28,28,1.0000,RGB,73e80a35ec996ff64568e1c2bf3d8058b143e2fe,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1808.jpg,fatal,981,28,28,1.0000,RGB,74aae00121cabc9ac28a971fec5e60ebebdc5442,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1809.jpg,fatal,926,28,28,1.0000,RGB,bde1cdabd9cd744562c4a20a921784f736148c7e,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1810.jpg,fatal,936,28,28,1.0000,RGB,7c35e80fa52b34efabe07759681bc0b22e4ed791,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1811.jpg,fatal,953,28,28,1.0000,RGB,1a79dfbd00e27e7d72ae91918828aaed785e9558,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1812.jpg,fatal,911,28,28,1.0000,RGB,cdb8e3ba982cfc6fc5bfd67e48ee8194fca7be76,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1813.jpg,fatal,967,28,28,1.0000,RGB,43b2098de8d087a3e9caa4d8d356de860bb34799,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1814.jpg,fatal,972,28,28,1.0000,RGB,8221be02d44209f4a21f0c9b5b1ba22406e08a8f,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1815.jpg,fatal,972,28,28,1.0000,RGB,8221be02d44209f4a21f0c9b5b1ba22406e08a8f,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1816.jpg,fatal,1064,28,28,1.0000,RGB,0499b0b8501fc73d956dcf2db257f77dec957dd9,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1817.jpg,fatal,979,28,28,1.0000,RGB,c5fa071a9e2d5b18b6b3e993bdbc7422d3bca695,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1818.jpg,fatal,908,28,28,1.0000,RGB,b637d07a47a2c27e0694d2817be2f13ff45fb0d2,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1819.jpg,fatal,974,28,28,1.0000,RGB,a443aee57757978e4700e9e55c30bd1285ac6bb9,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1820.jpg,fatal,1008,28,28,1.0000,RGB,1d50746ee38d1a6bcbc4d08365d4db77a20c0740,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1821.jpg,fatal,972,28,28,1.0000,RGB,5ae187ee26871f8518d93a333dfb4115be397ebb,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1822.jpg,fatal,895,28,28,1.0000,RGB,8d19baadb5dca225ebca2226b3125ded36159c2e,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1823.jpg,fatal,959,28,28,1.0000,RGB,1de53d4f6b20258c13dd49974d098001fa2bfcb0,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1824.jpg,fatal,924,28,28,1.0000,RGB,0fc84714aa40b345cf970242b429dcf32b3d5eaa,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1825.jpg,fatal,985,28,28,1.0000,RGB,3c44fa2e5e2735adc931c7db5b6a8f560b4ce497,3,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1826.jpg,fatal,915,28,28,1.0000,RGB,7c5c72ef97674d87757143138474e0d355433fee,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1827.jpg,fatal,945,28,28,1.0000,RGB,a8e68f8b9e3039a87c8eb861de5b95bd56448ff9,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1828.jpg,fatal,923,28,28,1.0000,RGB,ebf1ed6d70f8eb1890df1403d103693696b4eff3,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1829.jpg,fatal,945,28,28,1.0000,RGB,323fe96fe85d085b5521129be8211f84a480a7d6,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1830.jpg,fatal,945,28,28,1.0000,RGB,323fe96fe85d085b5521129be8211f84a480a7d6,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1831.jpg,fatal,980,28,28,1.0000,RGB,1bd9b52a718fb168aee95adeb62b63d06e53ee07,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1832.jpg,fatal,950,28,28,1.0000,RGB,82d8c3d510a62d52be16900ba7b16d77bfb33b07,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1833.jpg,fatal,879,28,28,1.0000,RGB,7be36f7257226bc5cc212bd638595ed2e01a00b1,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1834.jpg,fatal,938,28,28,1.0000,RGB,fa93b44bff7306f22dc3acc332ed385e3979355c,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1835.jpg,fatal,979,28,28,1.0000,RGB,b352322576be0097b35c5f5829f4d7e9b5017933,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1836.jpg,fatal,962,28,28,1.0000,RGB,a4848602c7019e09a91ba4d00357e7225ecbcedd,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1837.jpg,fatal,940,28,28,1.0000,RGB,fbb438c614cb61ead0bf361094fd51eb5294362d,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1838.jpg,fatal,938,28,28,1.0000,RGB,ca4fb9fe9a895770aac9d135cc5b5ab30b6e59fc,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1839.jpg,fatal,914,28,28,1.0000,RGB,275a02a16d851406ce2ca40a7f0e83232b0a1f23,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1840.jpg,fatal,938,28,28,1.0000,RGB,4966e37ebe49b0bf25f67cc1948b1f2ca7e71218,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1841.jpg,fatal,846,28,28,1.0000,RGB,ae232aa088b0f1b8c8ad55d08467a96c8421039c,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1842.jpg,fatal,966,28,28,1.0000,RGB,4b34029bc6edc27ad9041d9453bc31a1cdbaa6eb,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1843.jpg,fatal,934,28,28,1.0000,RGB,cc50e37e25ad37cf93e7f8349eb28a87c0215ffb,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1844.jpg,fatal,943,28,28,1.0000,RGB,acb4988508dd1f887f3a06fbd6d56ee5857f0de7,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1845.jpg,fatal,989,28,28,1.0000,RGB,c67d0a6f49aea4cd79e1216c78f51a037e43dde7,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1846.jpg,fatal,950,28,28,1.0000,RGB,ad612e3f307b6cbd21dd504f3042a8f43b207aef,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1847.jpg,fatal,950,28,28,1.0000,RGB,ad612e3f307b6cbd21dd504f3042a8f43b207aef,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1848.jpg,fatal,938,28,28,1.0000,RGB,cef15ad3d64088470aac7cd59af6f6514a03db58,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1849.jpg,fatal,1004,28,28,1.0000,RGB,049e7522eeff9bad25ca984d75efa922adf74075,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1850.jpg,fatal,1027,28,28,1.0000,RGB,29ae555ae63967e468b1454979b1b045cc168bd5,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1851.jpg,fatal,991,28,28,1.0000,RGB,de013575c17d8f72ebb6b7dc31106bb4bb3b4e7e,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1852.jpg,fatal,875,28,28,1.0000,RGB,c57b3488f9c1766f775f7998ff23f608f8fc05a2,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1853.jpg,fatal,1003,28,28,1.0000,RGB,b8cdd4e0097c0876719fbc26bff2f5af87e8f726,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1854.jpg,fatal,1003,28,28,1.0000,RGB,b8cdd4e0097c0876719fbc26bff2f5af87e8f726,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1855.jpg,fatal,890,28,28,1.0000,RGB,c634f231787aace6a2bb33ff4ed1dbdc70847fdb,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1856.jpg,fatal,931,28,28,1.0000,RGB,8a161f31b96234c116abff624b4a2e3db4cf7b7a,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1857.jpg,fatal,877,28,28,1.0000,RGB,dc8c13fff45ed69819e4301f8d4a8ab87a26ca51,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1858.jpg,fatal,928,28,28,1.0000,RGB,22fe9e066a2d2aa544b131792c73175b7f9615a9,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1859.jpg,fatal,932,28,28,1.0000,RGB,b467f5fce9c528cbd801f4639f049f4857b40d38,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1860.jpg,fatal,970,28,28,1.0000,RGB,8520668c6f453f0f5c001b2b471b693473514de3,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1861.jpg,fatal,963,28,28,1.0000,RGB,289c9b7142b2491aacc47e73168219bf46d38f2b,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1862.jpg,fatal,928,28,28,1.0000,RGB,c3d6662dd129ccdd4092065f1cfbfbc200d909ee,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1863.jpg,fatal,893,28,28,1.0000,RGB,abdccef178cd9b6832d745852a5b740fee154edd,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1864.jpg,fatal,966,28,28,1.0000,RGB,c812bd63b7c20eb017f9483d21dfd09fcc28b07b,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1865.jpg,fatal,939,28,28,1.0000,RGB,4b9d18344aa361e6c3cb5456aa39ca00a726dbfd,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1866.jpg,fatal,935,28,28,1.0000,RGB,7fc99dd2112d1dbda3f373193d5fe9319acb5a1d,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1867.jpg,fatal,978,28,28,1.0000,RGB,6b849e0732305ee759e6eeb42006a9e0efe237fa,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1868.jpg,fatal,978,28,28,1.0000,RGB,06091ef4b0bcd44a0033e6e4bc6ebc3eb83fb281,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1869.jpg,fatal,953,28,28,1.0000,RGB,97ff1e6d528891f3a2b62ed07c43113466f13bfd,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1870.jpg,fatal,978,28,28,1.0000,RGB,07c768561241842da7a12fee4bb8ccad3315ce02,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1871.jpg,fatal,944,28,28,1.0000,RGB,d48c477c3372a96a38eac9353683975b3ff26058,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1872.jpg,fatal,974,28,28,1.0000,RGB,ff020bd9f35cd71bc990ba8774d55661e977db64,3,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1873.jpg,fatal,940,28,28,1.0000,RGB,6431cf7c3a95882f4ca209be1c89270ec78e9789,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1874.jpg,fatal,930,28,28,1.0000,RGB,c71df296e9335a8f2fe94046fcb09c9a10ae82d5,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1875.jpg,fatal,927,28,28,1.0000,RGB,6a7a197550b35674c014948361fab177b126d6c5,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1876.jpg,fatal,1058,28,28,1.0000,RGB,802c985fc1c239dc3801bfb9ce89e91672fcbbb4,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1877.jpg,fatal,970,28,28,1.0000,RGB,735d8bd20be0b152d814bf0ade579163445c8243,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1878.jpg,fatal,1012,28,28,1.0000,RGB,e6c13654ab5db54597f7945eb0fab383951518ae,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1879.jpg,fatal,908,28,28,1.0000,RGB,1786673b46f073696dd2f6452127cfae4fcbdaf0,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1880.jpg,fatal,889,28,28,1.0000,RGB,4ff04bb999d0ed993a1138d645a6ad7d697bcf75,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1881.jpg,fatal,948,28,28,1.0000,RGB,a266d3316d84c49a797e6e4d9e13ef7b33053fba,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1882.jpg,fatal,930,28,28,1.0000,RGB,36f0dd3cde7ba40cec0609b8741a7affd4e10cfb,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1883.jpg,fatal,938,28,28,1.0000,RGB,b0689e02ac82db3740d8307da42e44f73260c4e8,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1884.jpg,fatal,974,28,28,1.0000,RGB,e6a8cd4bbfad827bb988533e22692d025ce4d7d1,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1885.jpg,fatal,961,28,28,1.0000,RGB,533dfb3af3cbd9a776848e2bff3fa20139fbded2,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1886.jpg,fatal,1044,28,28,1.0000,RGB,ccda1d5bf81564a650913a0ffb029044c8b26f63,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1887.jpg,fatal,900,28,28,1.0000,RGB,1b8381d9e80b19b2142f21f80c1211e5da215012,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1888.jpg,fatal,933,28,28,1.0000,RGB,ab77a91fea1560fa232bfdca58a42345df681778,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1889.jpg,fatal,948,28,28,1.0000,RGB,be309d7a97446e3c242760641dff13f7831847f5,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1890.jpg,fatal,1046,28,28,1.0000,RGB,70d62b489ee4752bf59258f3f9dcdf2812b03228,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1891.jpg,fatal,1005,28,28,1.0000,RGB,b6eb19dddd7e57a5d8ba5ef58b37faed7059f3a1,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1892.jpg,fatal,1005,28,28,1.0000,RGB,b6eb19dddd7e57a5d8ba5ef58b37faed7059f3a1,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1893.jpg,fatal,991,28,28,1.0000,RGB,f964c7916ed29bc67a941c20c4d298b5b9691ff6,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1894.jpg,fatal,954,28,28,1.0000,RGB,1bfa68e5f4ab35a8a2d67827357dd55a5ac25b11,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1895.jpg,fatal,993,28,28,1.0000,RGB,2bcd3aac871192742c1e46a52bbe3ebf74c3d534,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1896.jpg,fatal,887,28,28,1.0000,RGB,3c7ed9c94cc543e042f5da95fb02f1ed18a32262,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1897.jpg,fatal,950,28,28,1.0000,RGB,015f9a90f924170621c793514d8b85a9701e6928,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1898.jpg,fatal,938,28,28,1.0000,RGB,fd5b566a1bb634e8ac85c77ea6e802c1980ad91f,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1899.jpg,fatal,966,28,28,1.0000,RGB,ed690e5c6361277357a8df390252b4f5e94b51ed,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1900.jpg,fatal,919,28,28,1.0000,RGB,623f6716b8e7fcb170bf926e3b03220aff9e94a1,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1901.jpg,fatal,926,28,28,1.0000,RGB,ea16af8a400b7e51a17e8703a49379a536b61658,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1902.jpg,fatal,940,28,28,1.0000,RGB,7a82fd7884758368f842a890409eb6a06f89e10f,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1903.jpg,fatal,890,28,28,1.0000,RGB,818af10e7e8a5313c35f2522da662eb7d593b27c,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1904.jpg,fatal,885,28,28,1.0000,RGB,8a4d00df2c973804c058917e8fe34c433aa11a5b,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1905.jpg,fatal,954,28,28,1.0000,RGB,7f00ba5f9c3d3bdd7331d732c511ae35f46279b2,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1906.jpg,fatal,933,28,28,1.0000,RGB,7b190e8eb95f58f107da398eee27825701d450ae,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1907.jpg,fatal,1008,28,28,1.0000,RGB,aa5cd269f9c7efd0613c2a5770542a8b8736bd74,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1908.jpg,fatal,984,28,28,1.0000,RGB,c2df4a1ae58381917f2cfa774629b7accebebe92,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1909.jpg,fatal,921,28,28,1.0000,RGB,6cd65b8a15bde0801e983d381d392eaa69821d0f,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1910.jpg,fatal,921,28,28,1.0000,RGB,6cd65b8a15bde0801e983d381d392eaa69821d0f,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1911.jpg,fatal,943,28,28,1.0000,RGB,7f218ae7ccf23fc67349635c85048a626d5f3757,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1912.jpg,fatal,953,28,28,1.0000,RGB,c83f3d6078e42add5d984dc07a5a7e57f66c0b3f,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1913.jpg,fatal,956,28,28,1.0000,RGB,63a8fdb9ee8ab328a7e2d987569f803ac17cbf02,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1914.jpg,fatal,1023,28,28,1.0000,RGB,200a57b23ed8d78f2197e0739c0ee26348dbecf5,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1915.jpg,fatal,975,28,28,1.0000,RGB,1916669f89a71a01b4afa28ac59d979e36dfabc1,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1916.jpg,fatal,831,28,28,1.0000,RGB,61497e96e32ffdbc8a661abfa12890026b556789,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1917.jpg,fatal,908,28,28,1.0000,RGB,0fefb3081fc2270d0f583dcb1a61f57ffd329ba8,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1918.jpg,fatal,878,28,28,1.0000,RGB,bb5f26f40c7f56106449bbc12f45de2c0838c786,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1919.jpg,fatal,970,28,28,1.0000,RGB,5ee12d0ef2a9a71175ce14c8a10ea3cc3699a9a3,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1920.jpg,fatal,926,28,28,1.0000,RGB,0eaef41a66af83e2393753b1ecd37cc50b63e9fc,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1921.jpg,fatal,1003,28,28,1.0000,RGB,34ae16bff972d58c8287a4bd16cd0089d7bbd4b3,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1922.jpg,fatal,997,28,28,1.0000,RGB,057dc0476b0377ee8cf942e414f8c48fc31c30a3,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1923.jpg,fatal,950,28,28,1.0000,RGB,875fbb39d94b2fcc0852296ac3dc03a7d9f4cb90,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1924.jpg,fatal,979,28,28,1.0000,RGB,b5417a056debac848d66cd7826b048eac00c74ba,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1925.jpg,fatal,930,28,28,1.0000,RGB,18083db794211a9d733af616e55d8fec48d374c1,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1926.jpg,fatal,911,28,28,1.0000,RGB,d8af685845d1aa1b2e888b211f3971517cd14542,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1927.jpg,fatal,918,28,28,1.0000,RGB,e614589d07636257dc4fb8e627dd5f97a1cfce95,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1928.jpg,fatal,950,28,28,1.0000,RGB,a136fee63588b2c56e13979cf2846496f260e4a7,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1929.jpg,fatal,954,28,28,1.0000,RGB,bbb49a63a0be430673b469242c1cd202919fd22d,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1930.jpg,fatal,971,28,28,1.0000,RGB,35b7ebef6bc89f4e56ec8d8e622fdc96d0df3812,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1931.jpg,fatal,958,28,28,1.0000,RGB,01d52a32478205b6ab4ea6ab098f87b66dd4be1d,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1932.jpg,fatal,937,28,28,1.0000,RGB,d5f036851ea88420b6299ef9f9096699616f5e2f,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1933.jpg,fatal,936,28,28,1.0000,RGB,81e668e9b66fa7562ee38d07747d6badb93d0110,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1934.jpg,fatal,959,28,28,1.0000,RGB,4b8424d504c6fe01055ae925020207967c1a7a61,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1935.jpg,fatal,956,28,28,1.0000,RGB,b8eaba24796501001ebfadc6d126a4729043f15c,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1936.jpg,fatal,992,28,28,1.0000,RGB,925624140702ac2a49498844c79f14e8b12526dd,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1937.jpg,fatal,974,28,28,1.0000,RGB,ff020bd9f35cd71bc990ba8774d55661e977db64,3,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1938.jpg,fatal,937,28,28,1.0000,RGB,0823ed867e450a84363bb019e9c4d381b45e99be,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1939.jpg,fatal,940,28,28,1.0000,RGB,b806864b5ed8f548763e2a5c0d552de573d3f6d3,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1940.jpg,fatal,955,28,28,1.0000,RGB,ed99ecbb9cab758c103f75a9203ebf3252abde2e,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1941.jpg,fatal,922,28,28,1.0000,RGB,09b2be34fb6dd7e40363a443bc41cde57c873d40,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1942.jpg,fatal,910,28,28,1.0000,RGB,e4bd8219e4abc493a8aa9a5c72403c96e52b3a7a,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1943.jpg,fatal,959,28,28,1.0000,RGB,6698882bf7ce08dd21d3c1a4948b58b22de85b92,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1944.jpg,fatal,946,28,28,1.0000,RGB,eb3fffc0084ede484cf96eef4a2de6e4f05e6aed,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1945.jpg,fatal,1004,28,28,1.0000,RGB,f4c992734d1140ee5037f98c4c570fcbcf6e0973,1,too_small,review_first
import_staging/accident_images_analysis_dataset/fatal/1946.jpg,fatal,1002,28,28,1.0000,RGB,5de543537ad409ed13b5b660b985a538d6f5f0a8,2,"duplicate_candidate,too_small",review_first
import_staging/accident_images_analysis_dataset/fatal/1947.jpg,fatal,1002,28,28,1.0000,RGB,5de543537ad409ed13b5b660b985a538d6f5f0a8,2,"duplicate_candidate,too_small",review_first
