image_relative_path,severity_label,source_domain,municipality,province,barangay,latitude,longitude,incident_type,description,weather,review_status,suggested_split,merge_stage
import_staging/accident_images_analysis_dataset/minor/1821.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1822.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1823.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1824.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1825.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1826.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1827.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1828.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1829.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1830.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1831.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1832.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1833.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1834.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1835.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1836.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1837.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1838.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1839.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1840.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1841.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1842.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1843.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1844.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1845.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1846.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1847.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1851.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1852.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1853.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1854.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1855.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1856.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1857.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1858.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1859.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1860.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1861.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1862.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1863.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1864.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1865.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1866.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1867.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1868.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1869.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1870.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1871.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1872.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1873.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1874.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1875.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1876.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1877.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1878.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1879.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1880.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1881.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1882.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1883.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1884.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1885.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1886.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1887.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1888.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1889.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1890.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1891.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1892.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1893.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1894.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1895.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1896.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1897.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1898.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1899.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1900.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1901.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1902.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1903.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1904.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1905.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/minor/1906.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/minor/1907.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1908.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/minor/1909.jpg,minor,road_accident,,,,,,vehicular_accident,Staged external import candidate for minor review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1789.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1790.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1791.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1792.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/serious/1793.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1794.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1795.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1796.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/serious/1797.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1798.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1799.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1800.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1801.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1802.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1803.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1804.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1805.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1806.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1807.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1808.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1809.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1810.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1811.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1812.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1813.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1814.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1815.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1816.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1817.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1818.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1819.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1820.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1821.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1822.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1823.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1824.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1825.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1826.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1827.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1828.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1829.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1830.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1831.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1832.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1833.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1834.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1835.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/serious/1836.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1837.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1838.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1839.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/serious/1840.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1841.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1842.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
import_staging/accident_images_analysis_dataset/serious/1843.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1844.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/serious/1845.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,val,external_import
import_staging/accident_images_analysis_dataset/serious/1846.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,test,external_import
import_staging/accident_images_analysis_dataset/serious/1847.jpg,serious,road_accident,,,,,,vehicular_accident,Staged external import candidate for serious review.,unknown,needs_review,train,external_import
